image_path,error_type,class_id,class_name,score,iou
data\traffic-signs\valid\images\AUTO_COLLECTED_PICTURE_97_png.rf.71c9530f859d0f7846c5aee78eba28a0.jpg,false_positive,37,mand_straight_right,0.26471,0.920231
data\traffic-signs\valid\images\AUTO_COLLECTED_PICTURE_97_png.rf.71c9530f859d0f7846c5aee78eba28a0.jpg,false_negative,0,forb_ahead,,0.0
data\traffic-signs\valid\images\AUTO_COLLECTED_PICTURE_9_png.rf.8a70e287b30237692f24518fce667975.jpg,false_positive,41,warn_children,0.898149,0.92249
data\traffic-signs\valid\images\AUTO_COLLECTED_PICTURE_9_png.rf.8a70e287b30237692f24518fce667975.jpg,false_negative,49,warn_slippery_road,,0.0
data\traffic-signs\valid\images\PIC-00330-_png_jpg.rf.dd15a27fa7bf0efec7ab2732c9a260af.jpg,false_positive,41,warn_children,0.80651,0.0
data\traffic-signs\valid\images\PIC-00330-_png_jpg.rf.dd15a27fa7bf0efec7ab2732c9a260af.jpg,false_positive,44,warn_cyclists,0.264878,0.0
data\traffic-signs\valid\images\PIC-00368-_png_jpg.rf.a8baec181d4242a1ff642401c125da7c.jpg,false_positive,44,warn_cyclists,0.7281,0.005316
data\traffic-signs\valid\images\PIC-00368-_png_jpg.rf.a8baec181d4242a1ff642401c125da7c.jpg,false_positive,51,warn_traffic_light,0.281814,0.0
data\traffic-signs\valid\images\PIC-00369-_png_jpg.rf.b93e305924aa107b0183a0e6f6eca44c.jpg,false_positive,22,info_crosswalk,0.994646,0.0
data\traffic-signs\valid\images\PIC-00369-_png_jpg.rf.b93e305924aa107b0183a0e6f6eca44c.jpg,false_positive,51,warn_traffic_light,0.533686,0.944728
data\traffic-signs\valid\images\PIC-00369-_png_jpg.rf.b93e305924aa107b0183a0e6f6eca44c.jpg,false_negative,16,forb_stopping,,0.0
data\traffic-signs\valid\images\PIC-00369-_png_jpg.rf.b93e305924aa107b0183a0e6f6eca44c.jpg,false_negative,44,warn_cyclists,,0.0
data\traffic-signs\valid\images\PIC-00369-_png_jpg.rf.b93e305924aa107b0183a0e6f6eca44c.jpg,false_negative,43,warn_crosswalk,,0.0
data\traffic-signs\valid\images\PIC-00370-_png_jpg.rf.570ec55bfa8bba1595ea464815624cf8.jpg,false_positive,22,info_crosswalk,0.987614,0.0
data\traffic-signs\valid\images\PIC-00385-_png_jpg.rf.13fa9009f462f1855bd0a9762210ffdc.jpg,false_positive,20,forb_weight_over_7.5t,0.844901,0.0
data\traffic-signs\valid\images\PIC-00387-_png_jpg.rf.7f410093aa18b4cf2cfe9ad68435b87b.jpg,false_positive,22,info_crosswalk,0.900552,0.0
data\traffic-signs\valid\images\PIC-00400-_png_jpg.rf.ba730d5bd07e309ec10b528dd5af3ef4.jpg,false_positive,22,info_crosswalk,0.982114,0.0
data\traffic-signs\valid\images\PIC-00400-_png_jpg.rf.ba730d5bd07e309ec10b528dd5af3ef4.jpg,false_positive,38,prio_give_way,0.930558,0.0
data\traffic-signs\valid\images\PIC-00400-_png_jpg.rf.ba730d5bd07e309ec10b528dd5af3ef4.jpg,false_positive,38,prio_give_way,0.307814,0.0
data\traffic-signs\valid\images\SNAG-00004_png_jpg.rf.5c8a690fd10da10156bea3ecae08dc62.jpg,false_positive,2,forb_overtake,0.95337,0.0
data\traffic-signs\valid\images\SNAG-00006_png_jpg.rf.5a41e6de0a369ce23ea694e301e30984.jpg,false_positive,40,prio_stop,0.91833,0.0
data\traffic-signs\valid\images\SNAG-00006_png_jpg.rf.5a41e6de0a369ce23ea694e301e30984.jpg,false_positive,21,info_bus_station,0.393364,0.881058
data\traffic-signs\valid\images\SNAG-00018_png_jpg.rf.baa809519cc98eabcc554485dc2fffeb.jpg,false_positive,3,forb_right,0.271389,0.87978
data\traffic-signs\valid\images\SNAG-00023_png_jpg.rf.c6083c92ec4e12b15c0c2005c32cdf32.jpg,false_positive,16,forb_stopping,0.857482,0.045615
data\traffic-signs\valid\images\SNAG-00023_png_jpg.rf.c6083c92ec4e12b15c0c2005c32cdf32.jpg,false_positive,16,forb_stopping,0.754754,0.0
data\traffic-signs\valid\images\SNAG-00026_png_jpg.rf.2fefadf5d73d03635b1588798b6f0b11.jpg,false_positive,33,mand_right,0.603406,0.904033
data\traffic-signs\valid\images\SNAG-00027_png_jpg.rf.f3e99d49df2c2c21b2dca8c6b091a3bc.jpg,false_positive,33,mand_right,0.627651,0.878853
data\traffic-signs\valid\images\SNAG-00036_png_jpg.rf.dd06913abd1a00306be65232e4fc27d6.jpg,false_positive,24,info_one_way_traffic,0.250539,0.781148
data\traffic-signs\valid\images\SNAG-00036_png_jpg.rf.dd06913abd1a00306be65232e4fc27d6.jpg,false_negative,25,info_parking,,0.0
data\traffic-signs\valid\images\SNAG-00041_png_jpg.rf.fe4c0e17dd43d874a04d0b90d08aa058.jpg,false_positive,0,forb_ahead,0.661974,0.0
data\traffic-signs\valid\images\SNAG-00043_png_jpg.rf.c7cab205f3bb530d3393f5efc64edc37.jpg,false_positive,1,forb_left,0.561633,0.934598
data\traffic-signs\valid\images\SNAG-00043_png_jpg.rf.c7cab205f3bb530d3393f5efc64edc37.jpg,false_positive,3,forb_right,0.457791,0.915542
data\traffic-signs\valid\images\SNAG-00045_png_jpg.rf.b6ff9b7ef6b0b30f31bd88859752ac91.jpg,false_positive,1,forb_left,0.951928,0.944971
data\traffic-signs\valid\images\SNAG-00045_png_jpg.rf.b6ff9b7ef6b0b30f31bd88859752ac91.jpg,false_positive,3,forb_right,0.271225,0.888735
data\traffic-signs\valid\images\SNAG-00045_png_jpg.rf.b6ff9b7ef6b0b30f31bd88859752ac91.jpg,false_negative,18,forb_u_turn,,0.0
data\traffic-signs\valid\images\SNAG-00059_png_jpg.rf.b811b1a9b15796e448c4654a64ce8a65.jpg,false_positive,31,mand_pass_left_right,0.317383,0.938207
data\traffic-signs\valid\images\SNAG-00059_png_jpg.rf.b811b1a9b15796e448c4654a64ce8a65.jpg,false_positive,32,mand_pass_right,0.250159,0.957899
data\traffic-signs\valid\images\SNAG-00061_png_jpg.rf.2fa76cb96b98778df018b372fe7436ef.jpg,false_positive,38,prio_give_way,0.295408,0.910212
data\traffic-signs\valid\images\SNAG-00065_png_jpg.rf.8c2449b4fa77c0113ee793aa5f3eb1f7.jpg,false_positive,38,prio_give_way,0.869442,0.0
data\traffic-signs\valid\images\SNAG-00065_png_jpg.rf.8c2449b4fa77c0113ee793aa5f3eb1f7.jpg,false_positive,41,warn_children,0.554713,0.010393
data\traffic-signs\valid\images\SNAG-00065_png_jpg.rf.8c2449b4fa77c0113ee793aa5f3eb1f7.jpg,false_positive,48,warn_roundabout,0.510559,0.013441
data\traffic-signs\valid\images\SNAG-00065_png_jpg.rf.8c2449b4fa77c0113ee793aa5f3eb1f7.jpg,false_positive,43,warn_crosswalk,0.44939,0.012574
data\traffic-signs\valid\images\SNAG-00065_png_jpg.rf.8c2449b4fa77c0113ee793aa5f3eb1f7.jpg,false_positive,16,forb_stopping,0.340607,0.0
data\traffic-signs\valid\images\SNAG-00071_png_jpg.rf.fd59bb5342fc68536e56cb075b71ce3a.jpg,false_positive,8,forb_speed_over_30,0.925851,0.950809
data\traffic-signs\valid\images\SNAG-00083_png_jpg.rf.40a56b1c8f5231c61e43841ffbeb7d9e.jpg,false_positive,31,mand_pass_left_right,0.945194,0.009715
data\traffic-signs\valid\images\SNAG-00084_png_jpg.rf.198c76481f4047fbe07838dbc9265a87.jpg,false_positive,6,forb_speed_over_130,0.671989,0.0
data\traffic-signs\valid\images\SNAG-00084_png_jpg.rf.198c76481f4047fbe07838dbc9265a87.jpg,false_positive,7,forb_speed_over_20,0.429191,0.0
data\traffic-signs\valid\images\SNAG-00085_png_jpg.rf.b6e76513abe632d3fc9217334e7c2438.jpg,false_positive,6,forb_speed_over_130,0.588826,0.0
data\traffic-signs\valid\images\SNAG-00085_png_jpg.rf.b6e76513abe632d3fc9217334e7c2438.jpg,false_positive,7,forb_speed_over_20,0.435577,0.0
data\traffic-signs\valid\images\SNAG-00086_png_jpg.rf.11c535d5b3a21646e3264e4e0ab69f3e.jpg,false_positive,40,prio_stop,0.474726,0.0
data\traffic-signs\valid\images\SNAG-00086_png_jpg.rf.11c535d5b3a21646e3264e4e0ab69f3e.jpg,false_positive,6,forb_speed_over_130,0.434601,0.0
data\traffic-signs\valid\images\SNAG-00087_png_jpg.rf.00c4cd0a30bdf51ecf69147bddf2d423.jpg,false_positive,6,forb_speed_over_130,0.717822,0.0
data\traffic-signs\valid\images\SNAG-00087_png_jpg.rf.00c4cd0a30bdf51ecf69147bddf2d423.jpg,false_positive,7,forb_speed_over_20,0.266267,0.0
data\traffic-signs\valid\images\SNAG-00088_png_jpg.rf.f71322f1aea02a1171fbd28c720b94ec.jpg,false_positive,6,forb_speed_over_130,0.471616,0.0
data\traffic-signs\valid\images\SNAG-00088_png_jpg.rf.f71322f1aea02a1171fbd28c720b94ec.jpg,false_positive,40,prio_stop,0.402175,0.0
data\traffic-signs\valid\images\SNAG-00088_png_jpg.rf.f71322f1aea02a1171fbd28c720b94ec.jpg,false_positive,5,forb_speed_over_100,0.358638,0.0
data\traffic-signs\valid\images\SNAG-00089_png_jpg.rf.8feaf4225806e64d14c2cedd893add41.jpg,false_positive,5,forb_speed_over_100,0.473179,0.0
data\traffic-signs\valid\images\SNAG-00089_png_jpg.rf.8feaf4225806e64d14c2cedd893add41.jpg,false_positive,6,forb_speed_over_130,0.432695,0.0
data\traffic-signs\valid\images\SNAG-00089_png_jpg.rf.8feaf4225806e64d14c2cedd893add41.jpg,false_positive,40,prio_stop,0.346933,0.0
data\traffic-signs\valid\images\SNAG-00094_png_jpg.rf.47b8992e05efdf7a9d9fb225ec9c7456.jpg,false_positive,53,warn_two_way_traffic,0.335276,0.9353
data\traffic-signs\valid\images\SNAG-00095_png_jpg.rf.df4b6baaf62ca639a699cfdc3982f603.jpg,false_positive,46,warn_other_dangers,0.642384,0.0
data\traffic-signs\valid\images\SNAG-00095_png_jpg.rf.df4b6baaf62ca639a699cfdc3982f603.jpg,false_positive,51,warn_traffic_light,0.39494,0.0
data\traffic-signs\valid\images\SNAG-00100_png_jpg.rf.962c84d75dd140c5e78a50749070c3bf.jpg,false_positive,35,mand_straigh_left,0.433243,0.779824
data\traffic-signs\valid\images\SNAG-00101_png_jpg.rf.66de779690229aa64ad5562fa34e7594.jpg,false_positive,35,mand_straigh_left,0.462093,0.847769
data\traffic-signs\valid\images\SNAG-00101_png_jpg.rf.66de779690229aa64ad5562fa34e7594.jpg,false_positive,29,mand_left_right,0.317213,0.856856
data\traffic-signs\valid\images\SNAG-00101_png_jpg.rf.66de779690229aa64ad5562fa34e7594.jpg,false_positive,27,mand_bike_lane,0.30269,0.909205
data\traffic-signs\valid\images\SNAG-00101_png_jpg.rf.66de779690229aa64ad5562fa34e7594.jpg,false_negative,31,mand_pass_left_right,,0.0
data\traffic-signs\valid\images\SNAG-00102_png_jpg.rf.d4917016effcece5869da88c3063b93b.jpg,false_positive,40,prio_stop,0.378229,0.0
data\traffic-signs\valid\images\SNAG-00105_png_jpg.rf.037b6a61ea483ed7b9a2088b67dbcbf4.jpg,false_positive,35,mand_straigh_left,0.390963,0.854658
data\traffic-signs\valid\images\SNAG-00111_png_jpg.rf.1b57f82f9ae33c52ea243621c04f35fe.jpg,false_positive,28,mand_left,0.329724,0.906992
data\traffic-signs\valid\images\SNAG-00116_png_jpg.rf.510df6e6d26c7ad990cfed947392d107.jpg,false_positive,40,prio_stop,0.887557,0.0
data\traffic-signs\valid\images\SNAG-00134_png_jpg.rf.54b15a168e9e116e722504cb6ad921a7.jpg,false_negative,32,mand_pass_right,,0.0
data\traffic-signs\valid\images\SNAG-00135_png_jpg.rf.a58de3810bdd0f6e9cc1262741117e3a.jpg,false_positive,24,info_one_way_traffic,0.540224,0.0
data\traffic-signs\valid\images\SNAG-00135_png_jpg.rf.a58de3810bdd0f6e9cc1262741117e3a.jpg,false_positive,25,info_parking,0.322126,0.0
data\traffic-signs\valid\images\SNAG-00135_png_jpg.rf.a58de3810bdd0f6e9cc1262741117e3a.jpg,false_negative,32,mand_pass_right,,0.0
data\traffic-signs\valid\images\SNAG-00148_png_jpg.rf.b7ad99862559cd5ad1c67407ab762070.jpg,false_positive,1,forb_left,0.436821,0.010013
data\traffic-signs\valid\images\SNAG12-RADU_712_png.rf.e5e40bd752d0388b6ae68e47a91a185d.jpg,false_positive,28,mand_left,0.485617,0.86308
data\traffic-signs\valid\images\SNAG12-RADU_719_png.rf.9ecc11172eb9ed43e54b8d467c1930e4.jpg,false_positive,0,forb_ahead,0.988022,0.0
data\traffic-signs\valid\images\SNAG12-RADU_719_png.rf.9ecc11172eb9ed43e54b8d467c1930e4.jpg,false_positive,21,info_bus_station,0.502306,0.921731
data\traffic-signs\valid\images\SNAG12-RADU_726_png.rf.a4337ef814389de203750301a2a31084.jpg,false_positive,50,warn_speed_bumper,0.617322,0.867838
data\traffic-signs\valid\images\SNAG12-RADU_727_png.rf.57af8d425f55fdefa1642e644a281380.jpg,false_positive,33,mand_right,0.364313,0.0
data\traffic-signs\valid\images\SNAG12-RADU_727_png.rf.57af8d425f55fdefa1642e644a281380.jpg,false_positive,34,mand_roundabout,0.307919,0.0
data\traffic-signs\valid\images\SNAG12-RADU_731_png.rf.da94c7dc04847d6e74584a3ff19108bb.jpg,false_positive,17,forb_trucks,0.533684,0.0
data\traffic-signs\valid\images\SNAG12-RADU_731_png.rf.da94c7dc04847d6e74584a3ff19108bb.jpg,false_positive,44,warn_cyclists,0.348404,0.915413
data\traffic-signs\valid\images\SNAG12-RADU_732_png.rf.eef29a594a4c7b62fb0aa8523935a371.jpg,false_positive,42,warn_construction,0.894306,0.093883
data\traffic-signs\valid\images\SNAG12-RADU_732_png.rf.eef29a594a4c7b62fb0aa8523935a371.jpg,false_positive,49,warn_slippery_road,0.544409,0.926495
data\traffic-signs\valid\images\SNAG12-RADU_735_png.rf.6de39e266fab58f5d12180f32221269a.jpg,false_positive,39,prio_priority_road,0.316994,0.801418
data\traffic-signs\valid\images\SNAG12-RADU_736_png.rf.9769cdff80d30c6afaebad10da164b5a.jpg,false_positive,31,mand_pass_left_right,0.912642,0.869199
data\traffic-signs\valid\images\SNAG12-RADU_736_png.rf.9769cdff80d30c6afaebad10da164b5a.jpg,false_positive,30,mand_pass_left,0.818485,0.933676
data\traffic-signs\valid\images\SNAG12-RADU_736_png.rf.9769cdff80d30c6afaebad10da164b5a.jpg,false_positive,0,forb_ahead,0.410635,0.8129
data\traffic-signs\valid\images\SNAG12-RADU_736_png.rf.9769cdff80d30c6afaebad10da164b5a.jpg,false_positive,33,mand_right,0.370859,0.85451
data\traffic-signs\valid\images\SNAG12-RADU_736_png.rf.9769cdff80d30c6afaebad10da164b5a.jpg,false_negative,32,mand_pass_right,,0.0
data\traffic-signs\valid\images\SNAG12-RADU_736_png.rf.9769cdff80d30c6afaebad10da164b5a.jpg,false_negative,3,forb_right,,0.0
data\traffic-signs\valid\images\SNAG12-RADU_738_png.rf.1f555a6c3b1bdcde12c2780dd740ebae.jpg,false_positive,8,forb_speed_over_30,0.419143,0.948501
data\traffic-signs\valid\images\SNAG12-RADU_738_png.rf.1f555a6c3b1bdcde12c2780dd740ebae.jpg,false_positive,6,forb_speed_over_130,0.368972,0.900348
data\traffic-signs\valid\images\SNAG12-RADU_738_png.rf.1f555a6c3b1bdcde12c2780dd740ebae.jpg,false_positive,7,forb_speed_over_20,0.297598,0.922549
data\traffic-signs\valid\images\SNAG12-RADU_739_png.rf.e27574e38c988df6f4dbed2e643a50a5.jpg,false_positive,6,forb_speed_over_130,0.415249,0.90736
data\traffic-signs\valid\images\SNAG12-RADU_739_png.rf.e27574e38c988df6f4dbed2e643a50a5.jpg,false_positive,8,forb_speed_over_30,0.268726,0.883229
data\traffic-signs\valid\images\SNAG12-RADU_742_png.rf.64cbc169ae70ac6976fe39380d0e0ff8.jpg,false_positive,4,forb_speed_over_10,0.349707,0.942187
data\traffic-signs\valid\images\SNAG12-RADU_742_png.rf.64cbc169ae70ac6976fe39380d0e0ff8.jpg,false_positive,1,forb_left,0.314037,0.0
data\traffic-signs\valid\images\SNAG12-RADU_742_png.rf.64cbc169ae70ac6976fe39380d0e0ff8.jpg,false_positive,17,forb_trucks,0.298323,0.0
data\traffic-signs\valid\images\SNAG12-RADU_743_png.rf.b2a73fc92111e705bfa773da4aba2d3e.jpg,false_positive,12,forb_speed_over_60,0.657257,0.928219
data\traffic-signs\valid\images\SNAG12-RADU_745_png.rf.f5e2b22e95c3f4d93dda7ffc83855146.jpg,false_positive,21,info_bus_station,0.998314,0.0
data\traffic-signs\valid\images\SNAG12-RADU_746_png.rf.e287c0c36b55377bfe63ab88244ea393.jpg,false_positive,21,info_bus_station,0.999048,0.0
data\traffic-signs\valid\images\SNAG12-RADU_752_png.rf.ff93a4910429fe15ec6db4a502276441.jpg,false_negative,52,warn_tram,,0.0
data\traffic-signs\valid\images\SNAG12-RADU_753_png.rf.e09a2d387191b2665c8798ee6234a900.jpg,false_positive,50,warn_speed_bumper,0.943646,0.895788
data\traffic-signs\valid\images\SNAG12-RADU_753_png.rf.e09a2d387191b2665c8798ee6234a900.jpg,false_positive,31,mand_pass_left_right,0.929282,0.0
data\traffic-signs\valid\images\SNAG12-RADU_753_png.rf.e09a2d387191b2665c8798ee6234a900.jpg,false_negative,52,warn_tram,,0.0
data\traffic-signs\valid\images\SNAG12-RADU_755_png.rf.9faa0f72f5abf2d49b33dc91e6fd21bf.jpg,false_positive,35,mand_straigh_left,0.401392,0.859706
